Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2021;2º;Demais bancos e financeiras;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;2;3;5554; ;5554;
2021;2º;Demais bancos e financeiras;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;85499;1689;83865;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GAZIN (conglomerado); ;0;0;1;1;35777;292;35512;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GENIAL (conglomerado); ;16;4;3;23;106974;106969;39;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GM (conglomerado); ;8;19;14;41;297112;470;296722;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);155,90;132;170;75;377;846668;841035;16924;
2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;3;3;7;445945;574;445387;
2021;2º;Demais bancos e financeiras;Conglomerado; ;HERVAL - HS (conglomerado); ;5;3;5;13;219304;21827;201401;
2021;2º;Demais bancos e financeiras;Conglomerado; ;HONDA (conglomerado); ;6;5;9;20;436893;97;436869;
2021;2º;Demais bancos e financeiras;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;13;12;4;29;64088;4461;60409;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;INTER (conglomerado);66,79;766;652;368;1786;11467628;11343042;1758019;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;ITAU (conglomerado);17,59;1508;3312;1707;6527;85710724;67286470;49517795;
2021;2º;Demais bancos e financeiras;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;4;8;14;51049; ;51049;
2021;2º;Demais bancos e financeiras;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;2;248335;4;248331;
2021;2º;Demais bancos e financeiras;Conglomerado; ;LECCA (conglomerado); ;2;0;1;3;26488;382;26107;
2021;2º;Demais bancos e financeiras;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;0;4;7;565126; ;565126;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MASTER (conglomerado);811,55;80;69;19;168;98576;4627;94106;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCADO CRÉDITO (conglomerado); ;0;0;1;1;24423; ;24423;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);136,69;506;120;89;715;3701652;3094835;1793853;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;0;6;6;20275;298;20052;
2021;2º;Top 10 - Bancos e Financeiras;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,45;26;78;57;161;10604729;15784;10597182;
2021;2º;Demais bancos e financeiras;Conglomerado; ;MODAL (conglomerado); ;6;37;24;67;1153324;1153187;26671;
2021;2º;Demais bancos e financeiras;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;1;3;427479;675;426804;
2021;2º;Demais bancos e financeiras;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;13;51;0;64;94773;3107;92103;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;NUBANK (conglomerado); 0 ;0;12;13;25;17916854;16551605;2682699;
2021;2º;Demais bancos e financeiras;Conglomerado; ;OMNI (conglomerado); ;21;60;58;139;4908486;146058;4773941;
2021;2º;Demais bancos e financeiras;Conglomerado; ;ORIGINAL (conglomerado);67,64;320;350;286;956;4730387;4021930;1350520;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado); ;7;6;0;13;3013459;3008456;5432;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PARANÁ BANCO (conglomerado);181,00;88;252;46;386;486166;9815;476614;
2021;2º;Demais bancos e financeiras;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;28;9;2;39;1616; ;1616;
2021;2º;Demais bancos e financeiras;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17,46;115;50;27;192;6583040;6167980;2911088;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PINE (conglomerado); ;0;0;2;2;13502;10883;3284;
2021;2º;Demais bancos e financeiras;Conglomerado; ;PORTO SEGURO (conglomerado);20,57;59;96;49;204;2867211; ;2867211;
2021;2º;Demais bancos e financeiras;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;29;39;17;85;226210;3382;222831;
2021;2º;Demais bancos e financeiras;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;26;49;28;103;4814788;48;4814765;
2021;2º;Demais bancos e financeiras;Conglomerado; ;RENDIMENTO (conglomerado); ;3;13;0;16;25046;21084;6538;
2021;2º;Demais bancos e financeiras;Conglomerado; ;RODOBENS (conglomerado); ;1;1;3;5;14012;1661;12750;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SAFRA (conglomerado);188,09;639;832;436;1907;3397199;1684220;1967050;
2021;2º;Demais bancos e financeiras;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;2;4;29406;1253;28155;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;SANTANDER (conglomerado);28,88;1514;3182;2032;6728;52415407;43972399;26478061;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SICREDI (conglomerado); ;0;0;4;4;5841394;5821054;180304;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SIMPALA (conglomerado); ;1;0;0;1;2271;20;2251;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SINOSSERRA (conglomerado); ;1;0;0;1;9729;99;9636;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;0;1;0;1;670;552;161;
2021;2º;Demais bancos e financeiras;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;9;15;1992;467;1525;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOFISA (conglomerado);119,21;41;9;20;70;343924;334626;16236;
2021;2º;Demais bancos e financeiras;Conglomerado; ;SOROCRED (conglomerado); ;7;28;23;58;602379;1090;601342;
2021;2º;Demais bancos e financeiras;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;2;6;407511;1010;406505;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOITER (conglomerado); ;0;3;1;4;5810;5261;840;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLKSWAGEN (conglomerado);95,31;35;22;55;112;367195;945;366420;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLVO (conglomerado); ;0;0;2;2;7220;92;7169;
2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;VOTORANTIM (conglomerado);4,64;78;394;277;749;16774345;13340345;4830730;
2021;2º;Demais bancos e financeiras;Conglomerado; ;VR (conglomerado); ;1;0;0;1;70;53;18;
2021;2º;Demais bancos e financeiras;Conglomerado; ;WESTERN UNION (conglomerado); ;1;3;0;4;1;1; ;
2021;2º;Demais bancos e financeiras;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;26,70;46;9;16;71;1722341;1721730;406890;
2021;2º;Demais bancos e financeiras;Conglomerado; ;XP (conglomerado); ;11;2;8;21; ; ; ;
2021;2º;Demais bancos e financeiras;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;4;4;7;15;204014;77;203946;
