Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;54403563;BANCO ARBI S.A.; ;14;8;0;22;84526;75882;10846;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00997185;BANCO B3 S.A.; ;0;1;1;2;896;896; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02658435;BANCO CATERPILLAR S.A.; ;1;0;0;1;3325; ;3325;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33132044;BANCO CEDULA S.A.; ;0;1;1;2;18010;2805;15425;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0;2;2;4;28887;1290;27778;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;08357240;BANCO CSF S.A.;9,98;77;72;43;192;7707988; ;7707988;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;6;7;10;23;507169;507169; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33042151;BANCO DE LA NACION ARGENTINA; ;0;2;0;2;267;255;22;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;0;0;1;1;35292;4;35289;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;424,80;132;31;33;196;310734;142304;203761;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.;164,66;139;44;33;216;844129;844129; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.;56,38;56;28;23;107;993127;869557;435700;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;9;41;48;98;9294372;8720080;3310284;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33644196;BANCO FATOR S.A.; ;1;0;0;1;13172;13168;13;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58616418;BANCO FIBRA S.A.; ;0;1;0;1;163544;4432;159809;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.; ;0;4;8;12;3858;3843;82;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04866275;BANCO INBURSA S.A.; ;10;10;5;25;27585;10;27575;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;91884981;BANCO JOHN DEERE S.A.; ;0;1;0;1;13559;254;13367;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61088183;BANCO MIZUHO DO BRASIL S.A.; ;1;2;0;3;1249;1226;63;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;6;14;1;21;257799;253773;4082;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;13;4;0;17;57603;8406;49516;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0;1;0;1;3872;3691;1699;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00517645;BANCO RIBEIRAO PRETO S.A.; ;2;0;0;2;4456;4290;1784;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;80271455;BANCO RNX S.A.; ;0;1;0;1;2452;60;2407;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;4;14;2;20;315587;6155;310457;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado);17,47;102;93;30;225;5835765;2633199;3887697;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;7;14;2;23;12749;11617;2803;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;4;6;18;28;154520;15261;140131;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;8;24;10;42;1740049;679997;1431577;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado);25,51;36;44;13;93;1410675;1360265;483399;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);7,31;38;190;68;296;5198088;3716170;4072650;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARIGUI (conglomerado); ;20;66;19;105;349049;316165;64436;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);12,64;930;2217;1162;4309;73557524;66988564;35361914;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC (conglomerado); ;3;4;2;9;5872; ;5872;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11285104;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;0;1;17785;254;17531;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);46,87;542;844;154;1540;11561565;7399043;6467199;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;0;1;3;4;31181;29742;22022;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);42,48;87;279;74;440;2047673;11438;2036674;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;29;37;7;73; ; ; ;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);25,18;2564;4393;1765;8722;101788328;95939623;39991382;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);46,81;269;297;144;710;5745833;4110808;2879389;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12865507;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;23238;18388;20990;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);76,14;1559;1003;513;3075;20473165;15651421;8783911;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);50,18;1070;1741;519;3330;21320772;19080023;6995013;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);17,19;2550;3067;2729;8346;148308904;146717181;29403700;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;2;2;1;5;982;959;57;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;4;1;8;163794; ;163794;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6;4;2;12;58790;53422;14080;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;4;68;11;83;160508;3521;157408;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;5;16;2;23;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;26225776;CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;0;0;1;110863;72;110791;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;21;34;32;87;194142;194030;112;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;4;14;7;25;18558;17710;1759;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado); ;10;15;22;47; ; ; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;1;5;3;9;322307;60;322265;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.; ;0;1;1;2;378360;120371;280195;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0;2;0;2;701423; ;701423;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0;2;2;4;5997;5993;384;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;18;52;25;95; ; ; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);22,94;75;135;61;271;3268995;1890679;1776220;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);110,61;173;447;60;680;1564046;237353;1377871;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.; ;23;26;8;57;1997904;1997904; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;70,09;39;60;15;114;556387;556385;2;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;4;0;5;9;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.; ;1;2;3;6;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;113,04;79;169;14;262;698817;686;698139;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;6;7;14;25394; ;25394;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;4;4;9;84947;1591;83394;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK PAGAMENTOS ELETRONICOS S.A.; ;5;0;3;8;18359;18359; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;7;8;0;15;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02732968;FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A; ;7;9;7;23;697417; ;697417;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;0;1;1;2;49647;352;49357;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;9;10;1;20;657765;657761;406;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;13;37;9;59;334816;334644;15120;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;4;13;13;30;227309;474;226918;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22177858;GRANITO INSTITUIÇÃO DE PAGAMENTO S.A.; ;4;4;4;12;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);323,09;111;186;37;334;343552;336575;11875;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;14;11;26;505005;18246;490852;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;5;7;3;15;211524;801;210925;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;9;18;8;35;385212;142;385159;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB INSTITUIÇÃO DE PAGAMENTO S.A.; ;26;73;5;104;9935547;9935547;49;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;7;25;1;33;69360;4561;65597;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);36,81;782;935;426;2143;21243511;21118007;3264018;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);14,40;1375;3171;1312;5858;95481328;76800409;55246772;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.; ;10;4;1;15;2010; ;2010;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;8;7;16;60558; ;60558;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;0;2;2;4;3672;3649;109;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;3;1;5;314082;5;314080;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;5;3;5;13;304471;5;304467;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A; ;4;0;9;13;24016;284;23732;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;4;9;1;14;711941; ;711941;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21995256;MAG INSTITUICAO DE PAGAMENTO LTDA; ;0;1;0;1;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MASTER (conglomerado);373,13;98;94;15;207;262641;11741;252344;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO CRÉDITO (conglomerado);22,21;875;1292;196;2363;39392090;39364711;3858225;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);58,42;323;228;73;624;5528253;4084105;2861328;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;3;3;5;11;19302;413;18971;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5,11;56;132;51;239;10958007;2049904;10564513;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MODAL (conglomerado);25,21;44;35;14;93;1745259;1744823;49015;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NACIONAL (conglomerado); ;0;0;1;1;61; ;61;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;2;6;466545;625;465922;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON (conglomerado);15,59;239;178;49;466;15325349;15324873;1243553;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;1;36;0;37;374760;3343;372062;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NUBANK (conglomerado);9,76;633;1423;322;2378;64841518;63116978;32844721;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado);10,33;45;89;62;196;4352219;246703;4135915;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);17,35;732;1181;292;2205;42173653;41931506;4414351;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);19,73;512;868;103;1483;25948408;25948045;317352;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03816413;PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.; ;9;4;4;17;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado); ;13;134;10;157;534173;11149;523415;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;23;48;3;74;45764;44153;2109;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL SERVICOS DE PAGAMENTOS LTDA;15,77;49;110;14;173;3106019;3106017;3;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;13,10;117;65;30;212;8928230;8731610;2919755;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17079937;PINBANK BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.; ;0;0;1;1;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado); ;1;5;3;9;50060;11777;39030;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);41,51;123;106;89;318;2962999;13010;2962817;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;286,17;34;31;19;84;118808;2234;116575;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.; ;6;12;2;20;388826; ;388826;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;18;67;43;128;5730050;14322;5729574;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado);7,64;59;66;15;140;7714549;7712803;24547;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;13;19;2;34;242571;238738;6785;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;65697260;REPOM S.A.; ;9;3;0;12;269770;269768;4;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;2;9;4;15;21663;1553;20485;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;14817;3;14814;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);59,27;332;532;223;1087;5601301;2066353;3913535;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);28,54;1740;3409;1463;6612;60961566;54709213;25435633;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;4;0;5;11605;465;11140;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SCANIA (conglomerado); ;1;0;0;1;5399;4433;5354;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFF (conglomerado); ;8;10;8;26;263286;159789;108625;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05503849;SF3 CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;1;2;1;4;31739;1296;30445;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;38372267;SHPP BRASIL INSTITUIÇÃO DE PAGAMENTO E SERVIÇOS DE PAGAMENTOS LTDA.; ;5;2;7;14;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;0;4;5;9;7148115;7126236;210908;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA (conglomerado); ;1;0;0;1;4670;27;4644;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15173776;SOCIAL BANK BANCO MÚLTIPLO S/A; ;17;1;1;19;1321;1311;17;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23757411;SOCIAL BANK INSTITUIÇÃO DE PAGAMENTO S.A; ;2;0;0;2;283011;283011; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;0;1;0;1;428;341;137;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;4;16;23;2234;448;1786;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);68,21;40;29;27;96;586409;577267;54379;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOROCRED (conglomerado); ;16;43;29;88;635124;1061;634109;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09274232;STATE STREET BRASIL S.A. - BANCO COMERCIAL; ;0;1;0;1;1;1; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE (conglomerado);55,91;145;533;18;696;2593141;2593044;99;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP (conglomerado); ;0;2;0;2; ; ; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30980539;U4CRYPTO INSTITUIÇÃO DE PAGAMENTO SA; ;11;7;2;20;0;0;0;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;UBS (conglomerado); ;0;1;0;1;0;0; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;2;5;2;9;459801;13555;450697;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOITER (conglomerado); ;0;4;3;7;201484;9550;192269;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado); ;14;41;55;110;324006;288;323852;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLVO (conglomerado); ;0;1;0;1;8510;48;8501;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);20,82;293;440;128;861;14072909;10185831;5344217;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VR (conglomerado); ;3;1;0;4;77;60;18;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;4;2;2;8;1;1; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WILL (conglomerado);60,50;200;127;162;489;3305651;3305651; ;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00991143;WORLDPAY DO BRASIL INSTITUICAO DE PAGAMENTO LTDA; ;0;1;0;1;55; ;55;
